,AR
1151712,ITM2BB
1153171,ATG4
1154033,MCPT9
1154593,VOM1R92
1155008,ERK
1155246,ADRB2A
1155756,CHT5
1155784,CRZ
1155900,E74
1155955,F41F3.3
1155967,FAT-6
1156090,HIM-4
1156167,K3
1156297,NAS-6
1156595,SNR-4
1156596,SNR-5
1156631,T02G5.7
1156706,TRAJ61
1156846,AADACL2FM2
1156866,CLDN34-PS
1156872,CSTDC4
1156903,ITLNB
1156917,MRGPRA2A
1156919,MRGPRA5
1156930,PLATR10
1156933,PRAMEL13
1156940,SOX5IT
1156954,VMN2R16
1156955,VMN2R39
1156957,VMN2R-PS104
1157168,CHE
1157515,TRX
1158266,CNK
1158302,CRMP
1158835,HEXO1
1159112,LIN-29
1159744,RPL21P4
1159746,RPL23AP1
1159991,SU(R)
1160658,UNG-1
1160936,CREB
1161117,GLR-1
1161404,MIR143-1
1161407,MIR26A-1
1161409,MIR740
1161410,MIR92A-1
1161416,MOD-5
1161418,MRAP2A
1161419,MRAP2B
1161428,NDG-4
1161475,NRF-6
1161574,SER-5
1162084,BMP2B
1162088,BTBD6A
1162130,CTNNB2
1162133,CXCR3.2
1162227,FOXC1A
1162271,HOXB4A
1162429,PRPF4BA
1163122,BTR30
1164047,FBXL3B
1164514,HUG
1164681,KCTD6B
1164822,LRRFIP1A
1164861,MAGMAS-PS1
1164977,MIR1230
1164978,MIR1235
1164979,MIR124
1164989,MIR27C
1165000,MIR467D
1165980,RERGLA
1165999,RGD1309998
1166018,RGD1566355
1167637,SHI
1167639,CCND
1168163,AL117821
1168840,AY512949
1169083,BLA-DQB
1169240,C81189
1169241,C85181
1169242,C87882
1169243,C88045
1169895,CEACAM14
1170826,D10ERTD755E
1170827,D14ERTD670E
1170828,D17H6S53E
1170829,D1ERTD448E
1170836,D7ERTD128E
1170837,D7ERTD183E
1170839,D9ERTD720E
1172011,FBP
1172055,FBXW25
1173636,IGH-V7183
1173641,IGKV4-72
1173642,IGLV6-57
1174321,KRT8P35
1174484,LINC02431
1174736,MAGEA7-PS
1175422,MRGPRB3
1175788,NAIP7
1176396,OBP1A
1176434,OLFR208
1176467,OR12K8
1176486,OR4C10
1176506,OR52B5P
1176532,OR6C206
1176537,OR8B37
1176542,OR8G29-PS1
1176543,OR8G55
1176550,OR9M1B
1176867,PDDC1
1177453,PPIAP35
1177549,PRAMEL3
1178368,RHOX3H
1179833,SPATA8-AS1
1180013,SSXB8
1181177,TRIM43C
1181756,VMN1R157
1181758,VMN1R168
1181762,VMN1R202
1181767,VMN1R234
1181769,VMN1R34
1181786,VMN2R80
1181788,VMN2R98
1182249,ZFP457
1182286,ZFP619
1182425,ZNF252P-AS1
1182455,ZPR1P1
1182777,IGLC1
1183016,TRGC3
1183931,ACBP6
1184037,AMNIONLESS
1184125,ARPC3B
1184257,BOMBC1
1184333,CADM3-AS1
1184529,CECC
1184597,CHT4
1184598,CHT9
1184677,CPR49AC
1184710,CRY
1184792,CYP51A1-AS1
1184902,DNASEII
1184920,DPTB
1184931,DRS
1185087,EXEX
1185130,FAM27D1
1185298,GBA1A
1185353,GNBP-LIKE3
1185473,HDLY
1185752,IM1
1185753,IM2
1185755,IM4
1185780,INX7
1185886,KIZ-AS1
1185976,LECTIN-33A
1185977,LEMD1-AS1
1185988,LINC00226
1185990,LINC00572
1185993,LINC00919
1186000,LINC01242
1186001,LINC01293
1186003,LINC01527
1186005,LINC01686
1186007,LINC01922
1186009,LINC01970
1186011,LINC02114
1186012,LINC02232
1186013,LINC02352
1186014,LINC02683
1186073,LYSX
1186227,MIR101
1186268,MIR194
1186320,MIR550
1186396,MSL-1
1186413,MTHL2
1186414,MTK
1186480,NAZO
1186541,NIMB1
1186542,NIMB3
1186588,NPC2E
1186607,NRSN2-AS1
1186701,P38C
1186704,P53
1186807,PGRP-SC1A
1186808,PGRP-SD
1186967,PRKAR1B-AS1
1186982,PRO1804
1187045,PTOV1-AS2
1187211,RNA45SN4
1187253,RPS4XP3
1187269,RSG7
1187319,SCB
1187363,SER7
1187409,SH3PXD2A-AS1
1187416,SID
1187556,SOCS36E
1187590,SP212
1187604,SPE
1187610,SPN88EB
1187930,TOTM
1187931,TOTX
1187997,TSF1
1188010,TSP2A
1188046,UBAC2-AS1
1189446,IBA1
1191382,ALDO-2
1191554,BND
1191704,PTGS2OS
1191802,AKR1B1-PS1
1192726,OLR1142
1192727,OLR1155
1192735,OLR1343
1192751,OLR153
1192753,OLR1557
1192758,OLR1602
1192759,OLR1611
1192782,OLR409
1192783,OLR43
1192784,OLR477
1192786,OLR542
1192793,OLR602
1192795,OLR687
1192797,OLR720
1192805,OLR796
1192811,OLR901
1192814,OLR937
1192991,RAB1-PS1
1193213,SPETEX-2A
1193530,ZP3A.2
1193815,ANKRD34C-AS1
1193850,APOC4-APOC2
1196570,INMT-MINDY4
1196924,LINC01289
1197241,MEIS1-AS3
1197262,MIA2-AS1
1198869,SLC25A3P1
1199973,MAP-2
1201408,AV074028
1202229,DPPA5B
1202924,HSPD1-PS3
1203793,OLR1169
1203794,OLR1185
1203795,OLR1231
1203796,OLR1232
1203797,OLR1262
1203799,OLR1305
1203802,OLR1350
1203809,OLR1433
1203814,OLR1581
1203815,OLR1595
1203817,OLR1612
1203822,OLR1765
1203823,OLR1767
1203826,OLR297
1203828,OLR299
1203829,OLR308
1203833,OLR374
1203835,OLR472
1203836,OLR500
1203839,OLR734
1203843,OLR78
1204377,RGD1561870
1204441,RPL12-PS1
1205345,VOM1R108
1205449,ZFP773-PS1
1206009,ACCOAS
1206011,ACT5C
1206013,ADK1
1206020,APLIP1
1206022,AS
1206023,ATPCL
1206047,CALX
1206048,CAMKI
1206049,CATHD
1206050,CHT6
1206051,CNI
1206052,CNX99A
1206053,COLT
1206055,CPR12A
1206056,CRYS
1206059,CYP28D1
1206065,CYP4D20
1206066,CYP4D21
1206071,CYP9B1
1206074,DAK1
1206075,DHPD
1206076,DHPR
1206077,DLT
1206078,DP
1206080,EBPIII
1206083,EIG71EE
1206084,ETS97D
1206086,FAS2
1206096,GAPDH2
1206097,GDI
1206098,GFAT2
1206103,GP150
1206104,GPDH1
1206109,HEBE
1206110,HIW
1206116,HSP60C
1206118,IDGF1
1206121,INAC
1206122,IP259
1206130,KRA
1206133,LK6
1206134,LNCRNA:CR42862
1206138,MPCP2
1206141,MSR-110
1206144,NINAA
1206145,NMDA1
1206147,NOT1
1206149,PAPST2
1206151,PCS
1206152,PGI
1206155,PRAT2
1206156,PROSBETA7
1206163,RPL34B
1206169,RPS28B
1206171,RPS5A
1206172,SCSALPHA1
1206173,SCSBETAA
1206174,SDT
1206175,SERCA
1206176,SHG
1206180,SMP-30
1206181,SPN38F
1206182,SSL
1206185,SXE2
1206190,TRP
1206194,UBI-P63E
1206197,UGT35B1
1206199,VIR-1
1206200,WA-CUP
1206201,WAL
1206202,YIP2
1208339,TAF11L4
1208525,DEFB131B
1208536,GOLGA8O
1208932,EXP-1
1209647,UNC-25
1209648,UNC-46
1209650,UNC-47
1211283,H3P16
1211301,HMGB1P10
1211677,NDUFB4P12
1212013,RPL15P20
1212211,SNX5P2
1212249,SRP9P1
1212407,TPM3P8
1213495,KIAA1551
1214740,ACSBG3
1214893,ALOX8
1214925,ANKRD50L
1215295,BTNL7-PS
1215552,CCPN-PS
1215640,CDK5R1B
1216009,CSMD2OS
1216385,DVR1
1216402,ECRG4B
1217008,FBXW27
1217435,H2-M10.1
1217734,IGHV1-31
1217735,IGHV14-4
1217736,IGHV1-47
1217738,IGHV1-62-1
1217740,IGHV1-66
1217743,IGHV4-2
1217744,IGHV5-12-4
1217752,IGKV2-116
1217756,IGKV4-55
1217757,IGKV4-63
1217759,IGKV5-43
1217761,IGKV8-16
1217762,IGKV8-34
1217763,IGKVK33-85
1217984,KCNMB4OS2
1218001,KHDC1B
1218058,KLRA13-PS
1218060,KLRA18
1218062,KLRA20
1218125,KRT87
1218300,LYPD9
1219018,OLFR257
1219050,OR5B101
1219051,OR5T5
1219054,OR8A1B
1219055,OR94A1
1219260,PIMR115
1219261,PIMR188
1219262,PIMR191
1219263,PIMR213
1219265,PIMR62
1219355,PMIS2
1219515,PSG22
1219848,RPZ5
1219862,RSF1OS2
1219918,SCGB2B26
1219985,SERPINA3L-PS
1219991,SERPINB1C
1220396,SSRP1B
1220397,SSU2
1220550,TEX13C3
1220850,TRDV2-2
1220955,UBTD1B
1221031,VEGF
1221062,VMN1R53
1221063,VMN2R43
1221161,ZFA-PS
1221189,ZNF1043
1221190,ZNF1065
1221202,ZP2.1
1221204,ZP2.6
1221725,APOPT1
1223051,CYLD-PS1
1225568,MPP5
1227137,RCOR2L1
1227225,RGD1310852
1227244,RGD1561327
1227253,RGD1564492
1228830,TOM70
1229306,WDR92
1229594,ZFP780B
1231499,MIR1893
1231510,MIR3470A
1233746,RPL38-PS3
1236721,CAT-2
1237007,CHN1OS3
1240649,MIR3588
1240656,MIR8091
1244340,DAF-18
1244490,GLRX-21
1244555,GSTE13
1245701,PTI
1245893,OCTR-1
1246648,OLR3
1246650,OLR367
1246651,OLR403
1250623,CAZ
1250709,CHRM4A
1250736,COI
1250743,COMTB
1250752,CPN
1250931,ELVOL5A
1250976,EVPLA
1251001,FC
1251011,FIBCD1.L
1251043,FXYD5B
1251281,KCNJ11L
1251307,LASP
1251335,LPAR5A
1251354,LYG
1251448,MLC-1
1251540,NKB-1
1251591,OLR1559
1251594,OLR623
1251601,ORCT
1251653,PGLYRP6
1251665,PHOP2
1251830,RGD1563392
1251845,RN7SKP56
1251846,RNA5SP303
1251855,RNU4-38P
1251856,RNU4-60P
1251857,RNU6-1004P
1251858,RNU6-1024P
1251859,RNU6-1258P
1251860,RNU6-306P
1251861,RNU6-611P
1251862,RNU6-667P
1251863,RNU6-998P
1251864,RNU7-113P
1251865,RNU7-134P
1251866,RNU7-141P
1251867,RNU7-172P
1251894,RPS12L3
1251901,RPS3.S
1252204,TNR14
1252242,TUA1
1252317,XNP-1
1255121,CPT-5
1255159,FAT-7
1255278,SBP-1
1256267,ACAP2-IT1
1256344,AOAH-IT1
1256598,CHMP4BP1
1256604,CHRM3-AS2
1256721,DGUOK-AS1
1256794,EIF3EP1
1256796,EIF3FP3
1256799,EIF4BP6
1257065,HCG4P7
1257094,HMGB3P32
1257144,IGHV1-3
1257145,IGHV1OR15-3
1257146,IGHV3-23
1257147,IGHV4OR15-8
1257311,LPP-AS2
1257316,LRRC37A17P
1257324,LRRFIP1P1
1257329,LSM12P1
1257408,MIR4489
1257450,MT2P1
1257458,MTND6P4
1257542,NPPA-AS1
1257576,OR7E128P
1257577,OR7E38P
1257593,PA2G4P1
1257676,PLEKHA3P1
1257753,PTGES3P2
1257775,RAB30-DT
1257802,RASA3-IT1
1257859,RN7SL280P
1257873,RNU1-16P
1257874,RNU5B-2P
1257875,RNU6-510P
1258022,SMPD4P1
1258056,SPTY2D1OS
1258093,SUMO2P17
1258116,TAGLN2P1
1258251,TRBJ2-3
1258252,TRBJ2-6
1258254,TRDJ3
1258255,TRDJ4
1258259,TRGC1
1258261,TRGJP1
1258262,TRGV10
1258263,TRGV5P
1258264,TRGV7
1258266,TRGVA
1258363,VN1R83P
1258400,YEATS2-AS1
1260575,RNU7-65P
1261573,ANTXR1D
1261647,ATPV0E2
1261796,CPLX3B
1261829,CRYGM2C
1261830,CRYGM2D1
1261838,CRYGM2D17
1261844,CRYGM2D3
1261850,CRYGM2E
1261851,CRYGM2F
1261862,CRYGS2
1261863,CSGALNACT1B
1262513,NLRB5
1262549,NTNG2B
1262566,OR30BV1
1262567,OR90D2
1262571,OTULINA
1262579,PALS2B
1262914,SIX3B
1262940,SLC34A1A
1263064,TMEM184BA
1263233,EAT-16
1264090,OR5AF2
1264158,CLK-1
1264160,HAR-1
1264161,ISP-1
1264163,SPG-7
1264964,PSP-I
1265724,MAST4-AS1
1265732,MIR3140
1265733,MIR4256
1265735,MIR548A2
1265786,RNA5SP498
1265788,RNU4-40P
1265790,RNU6-177P
1265791,RNU6-388P
1265793,RNU6-853P
1265794,RNU6-893P
1265796,RNU6ATAC18P
1265838,SLC25A30-AS1
1267650,AES
1269502,KRTAP6-5
1269772,MIR194B
1270143,OR10G9B
1270157,OR7A37
1270236,PCNXL4
1272470,ACTN2A
1272494,ALKAL2A
1272505,AP1S3A
1272576,C17H15ORF52
1272577,C1QL4A
1272618,CCDC80L1
1272702,CUX2B
1272704,CXCR3.1
1272782,DCUN1D2B
1272796,DNAJC30B
1272800,DOCK2-LIKE
1272828,ELFN1A
1272872,FMNL1B
1272873,FMNL2A
1272900,FTR51
1272952,GFI1AB
1272960,GHSRB
1273003,GRIA4A
1273088,IQSEC3A
1273099,KCNAB1B
1273105,KCNK10A
1273106,KCNK1B
1273134,LRFN4B
1273199,MPP7B
1273305,PARP12A
1273308,PAX-2
1273316,PDE1CA
1273320,PDZRN3A
1273364,PROZA
1273379,PTPN9A
1273396,RANBP3B
1273401,RBMS2A
1273421,RHOBTB2A
1273503,SLC1A7B
1273510,SLC44A5A
1273520,SLMAPA
1273538,SP8A
1273615,TMEM151BA
1273704,ZNF1159
1274679,OR5J3
1275373,ORT
1276825,EPC2L1
1276922,OLR1644
1276953,RGD1563963
1278069,FAM182B
1278073,FAM41AY1
1278460,RPL37P6
1280852,MKK4
1281079,ACF
1281095,ACP26AA
1281097,ACP62F
1281098,ACP76A
1281150,ADGF-D
1281167,AF067061
1281386,ALP4
1281387,ALPHA-EST10
1281400,AMX
1281401,AMY2A1
1281402,AMY-D
1281434,ANXA5A
1281603,ASNRS
1281757,BALDSPOT
1282011,BNB
1282025,BOTV
1282056,C11H1ORF50
1282092,CACNA2D4A
1282093,CACNA2D4B
1282835,CHORDC1A
1282836,CHRB
1283260,CYP309A1
1283293,DAW
1283431,DNAI1.2
1283439,DNAJB9A
1283618,ENA
1283665,EPSILONTRY
1283703,ETATRY
1283717,EXN
1283746,FAM117BB
1283981,FTR53
1284028,GAMMATRY
1284264,GS1
1284633,HRS
1284654,HSP84-2
1284819,IH
1285001,INSM1B
1285010,IP3K1
1285021,IRP-1B
1285028,ITGA11A
1285071,JON25BI
1285072,JON99CIII
1285135,KCNJ1A.4
1285136,KCNJ1A.5
1285146,KCNV2B
1285345,LON
1285412,LRRK
1285422,LT
1285438,LYSS
1285442,LZTS2B
1285454,MAL-A3
1285481,MAP205
1285894,MBC
1285908,MCP
1285948,MER
1286080,MIR3131
1286085,MIR320E
1286101,MIR3714
1286119,MIR4300
1286120,MIR4301
1286145,MIR662
1286373,MRP4
1286396,MRTFBB
1286415,MSOPA
1286420,MST57DC
1286423,MSXB
1286822,NMDMC
1286993,NRV2
1287045,OCHO
1287061,ODD
1287099,OR10D3
1287333,PFRX
1287351,PGRP-SC1B
1287480,PLX
1287495,POGZB
1287584,PPM1NB
1287631,PRDM12B
1287754,PRX2540-2
1287864,PTR
1287868,PTTG1IPB
1287869,PTX1
1287871,PUG
1288002,REG-2
1288081,RFABP
1288102,RHEA
1288107,RHP
1288162,RPI135
1288179,RPN12
1288227,RY
1288367,SGG
1288502,SKPD
1288553,SLC25A23A
1288693,SNF4AGAMMA
1288940,SPN27A
1288941,SPN28F
1288953,SPS1
1289003,SREBP
1289094,STX2B
1289144,TAPDELTA
1289481,TNPO
1289624,TRBL
1289702,TRY29F
1289716,TSP29FA
1289717,TSP42ED
1289736,TUBB3-PS1
1289836,UP
1289954,WBL
1289956,WDN
1289979,WRAPPER
1290030,YIP7
1290216,CLC2DL4
1290228,CLEC-222
1290347,ILYS-2
1290399,NHR-57
1290411,NSPA-1
1290412,NSPA-10
1290413,NSPA-2
1290416,NSPA-6
1290417,NSPE-2
1290418,NSPE-3
1290419,NSPE-4
1290420,NSPE-5
1290421,NSPE-6
1290422,NSPE-7
1290456,RHY-1
1290480,SKR-9
1290487,SQRD-1
1290488,SRW-67
1291046,EDRF1-DT
1291251,HOXD-AS2
1291397,LINC00328
1291808,RPLP2P1
1291809,RPS4XP9
1292728,SER-1
1293157,CHK1
1293158,CHK2
1293350,TCRG
1293667,MOD2
1294539,ANKIB1B
1294688,DNM3A
1294697,DUSP23A
1294704,EIF2S1A
1294797,HSP70B
1294805,HTR1AB
1294806,HTRA3A
1294960,NLGN4XA
1294972,NOTUM1A
1295216,TMEM119B
1295217,TMEM163A
1295303,VSTM4A
1295316,ZMP:0000001088
1295466,MIR3072
1295467,MIR3077
1295469,MIR3547
1295472,MIR5107
1295476,MIR6366
1295477,MIR6368
1295480,MIR6931
1295481,MIR6968
1295482,MIR7001
1295483,MIR7030
1295484,MIR7045
1295486,MIR7070
1295488,MIR7118
1295489,MIR7J
1295490,MIR8101
1295491,MIR8110
1295828,AK2P2
1295839,ALG1L7P
1296083,CBX3P9
1296203,CLIC4P1
1296670,GMPSP1
1296785,HNRNPA1P36
1296856,IMMP1LP1
1296963,KRT16P3
1296968,KRT18P48
1296980,LAGE3P1
1297393,OR2A1
1297613,PRR13P1
1297630,PSMC1P4
1297631,PSMC1P9
1297754,RHOQP3
1297836,RPL35P5
1297840,RPL36AP44
1297845,RPL5P1
1297850,RPL7AP53
1297853,RPL7L1P9
1297866,RPS15AP34
1297886,RPS27P9
1297894,RPS2P9
1297895,RPS3AP39
1297898,RPS4XP11
1298139,SNORA32
1298152,SNORD14C
1298158,SNORD33
1298335,TLE1P1
1298405,TPI1P1
1298406,TPM3P5
1298523,UNC93B4
1298533,UQCRFS1P1
1299830,FBXW4P1
1300231,CYP-33C1
1300232,CYP-34A10
1300233,CYP-34A7
1300419,NACHRA3
1300623,UPD1
1300911,SER-4
1301760,GE
1302589,SCGB2B20
1302865,OR8G37
1302874,PPN
1303677,CCT5-PS2
1303920,DPPA3-PS1
1303968,ERCC4L1
1303996,FAM90A1-PS1
1304364,MCPT1L2
1304365,MCPT1L3
1304538,OLR11
1304544,OLR1204
1304551,OLR1385
1304562,OLR1435
1304572,OLR1633
1304600,OLR780
1304601,OLR803
1304606,OLR855
1304608,OLR865
1304609,OLR869
1304610,OLR917
1304801,RGD1559508
1304805,RGD1559808
1304808,RGD1560554
1304811,RGD1560718
1304813,RGD1561114
1304814,RGD1561231
1304815,RGD1561305
1304817,RGD1561558
1304820,RGD1561684
1304821,RGD1561919
1304822,RGD1561977
1304823,RGD1562266
1304827,RGD1562739
1304828,RGD1562932
1304829,RGD1563551
1304831,RGD1563613
1304832,RGD1563620
1304837,RGD1564409
1304842,RGD1565056
1304844,RGD1565258
1304845,RGD1565430
1304847,RGD1566008
1304848,RGD1566225
1304849,RGD1566251
1304850,RGD1566292
1304880,RPL29-PS3
1304996,SPETEX-2C
1304998,SPETEX-2E
1305001,SPETEX-2H
1305036,TADA3LB
1305213,VOM2R2
1305214,VOM2R6
1305215,VOM2R63
1305216,VOM2R65
1305925,ANO10A
1306401,CACNG1B
1306492,CASP8L1
1306549,CBX6B
1306647,CCNL1B
1306653,CCSER2A
1306830,CHCHD4A
1306870,CHTOPB
1306946,CNN1A
1307168,CYP11A2
1307203,CYSLTR2B
1307213,DAB2IPB
1307411,DRD4A
1307791,FC18A08
1307858,FMN2B
1308042,GMPPAA
1308176,GUK1A
1308247,HECW1B
1308429,HTRA1A
1308653,IM
1312994,KCNN1A
1313062,KOP
1313423,MED19A
1313432,MEF2CB
1313541,MOB1BA
1313739,MYO9AA
1314012,NPFFR1L3
1314111,NXPH2B
1314113,OAFA
1314140,OLFCK2
1314402,PIP4K2AB
1314606,PPFIBP1A
1314978,RAP1AA
1315019,RBMS1A
1315027,RC3H1A
1315104,RGS3B
1315113,RIC3B
1315225,RPL5A
1315359,SC
1315382,SCOCA
1315452,SEPTIN7B
1315689,SMARCD3B
1315881,ST6GAL2A
1316166,TLCD5A
1316211,TMEM169B
1316217,TMEM182A
1316243,TMEM264
1316370,TNKSB
1316387,TOR1
1316492,TSPAN2A
1316982,ZMP:0000001200
1317077,ZNF687B
1317597,AAT-1
1317598,AAT-4
1317600,ABCE-1
1317601,ABHD-14
1317602,ABHD-3.2
1317603,ABT-2
1317605,ACD-3
1317606,ACDH-13
1317607,ACL-3
1317608,ACL-6
1317609,ACO-1
1317610,ACOX-1.1
1317613,ACP-5
1317614,ACS-1
1317615,ACS-14
1317617,ACS-22
1317618,ACS-5
1317621,ADD-1
1317622,ADSL-1
1317623,AGT-1
1317624,AKT-2
1317625,ALG-5
1317626,ALGN-13
1317627,ALGN-14
1317628,ALH-11
1317629,ALH-12
1317632,ALLO-1
1317633,ALX-1
1317634,AMT-4
1317636,AMX-3
1317637,APN1
1317639,AQP-4
1317640,ARGN-1
1317641,ARRD-24
1317642,ARRD-7
1317643,ARRD-8
1317644,ART-1
1317646,ARX-5
1317647,ARX-7
1317648,ASNS-2
1317649,ASP-13
1317651,ATAD-3
1317652,ATG-13
1317653,ATG-16.2
1317654,ATG-18
1317655,ATIC-1
1317657,B0228.7
1317658,B0244.10
1317659,B0272.3
1317661,B0280.9
1317662,B0281.3
1317663,B0348.2
1317664,B0507.3
1317665,B0546.4
1317666,BATH-25
1317667,BATH-44
1317668,BBLN-1
1317669,BCKD-1B
1317673,BGAL-2
1317675,BTB-17
1317676,BTR175
1317678,C01A2.4
1317679,C01G10.9
1317680,C01H6.4
1317681,C03A3.2
1317682,C03B1.14
1317683,C04F12.1
1317684,C05D12.3
1317685,C05D2.8
1317688,C06E1.1
1317690,C06G3.6
1317691,C06H5.6
1317692,C07D8.6
1317693,C07E3.3
1317694,C07E3.9
1317695,C07H4.1
1317698,C11D2.4
1317699,C14A4.6
1317700,C14B1.3
1317702,C14C6.5
1317703,C15A11.4
1317704,C15B12.1
1317705,C15H9.11
1317706,C16B8.3
1317708,C18A11.3
1317709,C18A3.3
1317710,C18B2.4
1317711,C18E9.5
1317713,C23G10.11
1317714,C23H4.6
1317717,C24D10.6
1317718,C25E10.10
1317719,C25E10.8
1317720,C25F9.4
1317722,C26B2.7
1317723,C26B9.5
1317726,C29F9.2
1317728,C31H5.4
1317730,C33G3.4
1317731,C33H5.13
1317732,C34C12.8
1317733,C34E10.10
1317734,C35A11.4
1317735,C35C5.8
1317737,C35D10.5
1317738,C36B1.6
1317739,C37C3.10
1317740,C38H2.2
1317741,C40H1.7
1317742,C42C1.19
1317743,C42D4.13
1317744,C42D8.1
1317745,C43E11.9
1317746,C44B7.11
1317747,C44H9.6
1317748,C45B2.2
1317749,C45E5.1
1317750,C47D12.5
1317751,C48B6.2
1317754,C49C8.5
1317755,C49G7.10
1317757,C50B8.4
1317758,C50F4.9
1317760,C52B11.5
1317761,C53B7.3
1317762,C53C11.2
1317763,C55A6.7
1317764,C55B6.1
1317766,C56A3.4
1317767,C56E6.2
1317769,CAH-5
1317770,CAP-1
1317774,CBL-1
1317775,CBP-2
1317776,CBP-3
1317777,CCM-3
1317778,CCR-4
1317779,CDA9
1317780,CDC-42
1317781,CDC-50.B
1317783,CDD-1
1317784,CDD-2
1317786,CDK-8
1317790,CED-1
1317791,CED-10
1317792,CED-6
1317793,CEEH-2
1317794,CEH-60
1317795,CEST-10
1317796,CEST-1.2
1317797,CEST-15
1317798,CEST-2.1
1317799,CEST-2.2
1317801,CEST-3
1317802,CEST-32
1317803,CEST-33
1317804,CEST-6
1317806,CEST-9.1
1317807,CGP-1
1317808,CGR-1
1317809,CGT-3
1317810,CHAT-1
1317811,CHDP-1
1317812,CHIL-23
1317814,CISD-3.1
1317815,CKB-2
1317817,CKC-1
1317818,CLC-1
1317820,CLEC-10
1317821,CLEC-145
1317822,CLEC-160
1317823,CLEC-17
1317824,CLEC-186
1317825,CLEC-221
1317827,CLEC-230
1317828,CLEC-240
1317829,CLEC-264
1317830,CLEC-4
1317831,CLEC-45
1317832,CLEC-49
1317836,CLEC-53
1317837,CLEC-54
1317838,CLEC-56
1317843,CLEC-8
1317844,CLEC-85
1317845,CLEC-86
1317846,CLP-4
1317847,CLU-1
1317848,CNC-2
1317849,CNNM-2
1317851,COA-3
1317852,COA-4
1317853,COGC-1
1317854,COL-150
1317855,COL-76
1317856,COQ-8
1317857,COX-11
1317858,COX-17
1317859,CPG-8
1317860,CPN-1
1317862,CPR-8
1317863,CPT-4
1317865,CRI-3
1317866,CRM-1
1317867,CRML-1
1317868,CRN-6
1317870,CTNS-1
1317872,CTSA-3.1
1317873,CTSA-4.1
1317874,CTSA-4.2
1317876,CUL-6
1317877,CUP-16
1317879,CYP-13A1
1317881,CYP-14A2
1317884,CYP-33A1
1317885,CYP-33C8
1317891,CYTB-5.1
1317893,D1054.5
1317894,D1054.8
1317895,D2023.4
1317896,DAF-14
1317897,DAF-36
1317898,DAO-5
1317901,DCT-11
1317902,DDI-1
1317905,DHHC-1
1317906,DHHC-10
1317907,DHOD-1
1317909,DHS-14
1317913,DHS-25
1317914,DHS-3
1317915,DHS-7
1317917,DIF-1
1317918,DNJ-10
1317919,DNJ-11
1317920,DNJ-21
1317922,DOD-18
1317923,DPH-5
1317924,DPM-3
1317925,DPYD-1
1317928,DRR-2
1317929,DSC-4
1317930,DUR-1
1317931,DVE-1
1317932,E02H1.6
1317933,ECH-2
1317934,ECH-7
1317935,EGAL-1
1317937,EGRH-1
1317939,ELO-5
1317940,ELO-6
1317941,ENDU-1
1317942,ENT-1
1317943,ENT-4
1317944,ENT-6
1317945,EPG-4
1317947,ETS-4
1317949,EXC-5
1317950,EXOC-8
1317951,F01D5.1
1317955,F01D5.8
1317956,F01F1.2
1317957,F07A11.5
1317958,F07H5.10
1317959,F08B12.4
1317960,F08F8.7
1317961,F08G2.4
1317962,F09B12.3
1317963,F09E5.3
1317965,F09F9.3
1317966,F10C2.3
1317967,F10E7.6
1317968,F10E9.12
1317969,F10E9.4
1317970,F13A7.11
1317971,F14B8.5
1317972,F14D7.6
1317973,F14F9.4
1317975,F15E6.4
1317976,F16B4.2
1317977,F16F9.4
1317978,F16H6.10
1317979,F17C11.11
1317980,F17C11.4
1317981,F19C6.2
1317982,F19C6.5
1317983,F20D6.5
1317985,F21C10.10
1317986,F21C10.4
1317988,F21D5.3
1317989,F21G4.1
1317991,F22D6.2
1317992,F22E5.1
1317993,F22E5.6
1317994,F22H10.2
1317995,F23B12.7
1317997,F23H12.3
1317998,F25B5.3
1317999,F25D1.5
1318002,F25H9.6
1318003,F26C11.1
1318004,F26E4.7
1318006,F28A12.3
1318007,F28H1.1
1318008,F30F8.5
1318009,F31D4.8
1318010,F32A5.8
1318011,F32D8.5
1318012,F32H5.1
1318013,F34H10.3
1318014,F35C8.5
1318015,F35D11.3
1318016,F35D11.4
1318017,F35E12.10
1318018,F35E12.9
1318019,F35F10.13
1318020,F36G3.2
1318022,F37C4.5
1318023,F37C4.6
1318024,F38B6.4
1318025,F39G3.4
1318027,F41B4.3
1318028,F41C3.8
1318029,F41G4.8
1318032,F42F12.4
1318033,F43C1.5
1318034,F44E2.9
1318035,F44E7.9
1318036,F44G4.3
1318038,F45G2.8
1318039,F46B6.6
1318040,F46C5.1
1318041,F46F2.3
1318042,F47D12.6
1318044,F48E3.8
1318045,F49F1.5
1318046,F49H6.13
1318047,F49H6.3
1318048,F52B11.5
1318049,F52C12.2
1318050,F52C9.3
1318052,F52E4.5
1318053,F52G2.3
1318055,F53A3.7
1318056,F53A9.1
1318057,F53A9.6
1318058,F53A9.8
1318060,F53C11.1
1318062,F53F4.11
1318063,F53H8.3
1318064,F54B11.11
1318066,F54D1.6
1318067,F54D5.12
1318068,F55B11.4
1318070,F55G11.8
1318071,F56D2.5
1318072,F56D5.6
1318073,F57F4.4
1318074,F58B3.4
1318075,F58B4.5
1318077,F59C12.4
1318078,FAAH-2
1318079,FAH-1
1318080,FAR-6
1318081,FARS-2
1318084,FBL-1
1318085,FBP-1
1318087,FBXA-12
1318088,FBXA-121
1318089,FBXA-14
1318090,FBXA-150
